Gene stable ID,NCBI gene (formerly Entrezgene) ID
ENSMUSG00000087917,115486372
ENSMUSG00000102290,100862366
ENSMUSG00000104742,
ENSMUSG00000141717,
ENSMUSG00000076508,
ENSMUSG00000023999,319991
ENSMUSG00000099621,108168610
ENSMUSG00000126664,
ENSMUSG00000106372,
ENSMUSG00000099670,
ENSMUSG00000131222,
ENSMUSG00000105005,
ENSMUSG00000101748,
ENSMUSG00000094345,
ENSMUSG00000124011,
ENSMUSG00000099589,
ENSMUSG00000088245,
ENSMUSG00000135354,
ENSMUSG00000096632,
ENSMUSG00000100881,
ENSMUSG00000143245,
ENSMUSG00000032501,211770
ENSMUSG00000101619,
ENSMUSG00000125867,
ENSMUSG00000110817,
ENSMUSG00000030236,28253
ENSMUSG00002076790,
ENSMUSG00000100087,
ENSMUSG00000111119,102637110
ENSMUSG00002075228,
ENSMUSG00000102877,
ENSMUSG00000141991,
ENSMUSG00000031990,83964
ENSMUSG00000100105,
ENSMUSG00000134962,
ENSMUSG00000101143,108168603
ENSMUSG00000115010,
ENSMUSG00000065907,115489258
ENSMUSG00000132944,
ENSMUSG00000056854,18994
ENSMUSG00000058099,74039
ENSMUSG00000102131,108168608
ENSMUSG00000138733,
ENSMUSG00000101369,
ENSMUSG00000130221,
ENSMUSG00000062226,
ENSMUSG00000101096,108168600
ENSMUSG00000016327,67821
ENSMUSG00000138585,
ENSMUSG00000102358,108168584
ENSMUSG00000134814,
ENSMUSG00000099944,
ENSMUSG00000091402,217874
ENSMUSG00000128331,
ENSMUSG00000100226,
ENSMUSG00000090012,
ENSMUSG00000111390,
ENSMUSG00000090227,
ENSMUSG00000141117,
ENSMUSG00000007908,208982
ENSMUSG00000118535,
ENSMUSG00000100643,108168659
ENSMUSG00000033377,114301
ENSMUSG00000039316,76438
ENSMUSG00000133048,
ENSMUSG00000103639,
ENSMUSG00000124400,
ENSMUSG00000104085,108168583
ENSMUSG00000125203,
ENSMUSG00000101071,
ENSMUSG00000139301,
ENSMUSG00000037686,104816
ENSMUSG00000099425,
ENSMUSG00000131212,
ENSMUSG00000101408,108168605
ENSMUSG00000136422,
ENSMUSG00000076512,
ENSMUSG00000104127,100042565
ENSMUSG00000112451,
ENSMUSG00000112479,
ENSMUSG00000106073,
ENSMUSG00000139917,
ENSMUSG00000095497,
ENSMUSG00000112119,
ENSMUSG00000080907,
ENSMUSG00000112568,
ENSMUSG00000105221,
ENSMUSG00000111891,
ENSMUSG00000106343,
ENSMUSG00000100644,100039014
ENSMUSG00000084927,435927
ENSMUSG00000111996,
ENSMUSG00000106314,
ENSMUSG00000112504,
ENSMUSG00000112418,
ENSMUSG00000135491,
ENSMUSG00000024927,19697
ENSMUSG00000111884,
ENSMUSG00000100797,
ENSMUSG00000112525,
ENSMUSG00000056316,
ENSMUSG00000134380,
ENSMUSG00000027677,67120
ENSMUSG00000099645,
ENSMUSG00000001785,103136
ENSMUSG00000131298,
ENSMUSG00000025264,69499
ENSMUSG00000100196,100040171
ENSMUSG00000139176,
ENSMUSG00000076514,
ENSMUSG00000094071,
ENSMUSG00000123194,
ENSMUSG00002075090,
ENSMUSG00000094872,
ENSMUSG00000101611,
ENSMUSG00000104575,
ENSMUSG00000128464,
ENSMUSG00000106098,
ENSMUSG00000100737,118568463
ENSMUSG00000106480,
ENSMUSG00000139009,
ENSMUSG00000117117,
ENSMUSG00000099883,
ENSMUSG00000117138,
ENSMUSG00000104532,
ENSMUSG00000123298,
ENSMUSG00000010592,13164
ENSMUSG00000100363,108168562
ENSMUSG00000093090,100526547
ENSMUSG00000106228,100885836
ENSMUSG00000065574,387199
ENSMUSG00000021337,214189
ENSMUSG00000106331,
ENSMUSG00000124937,
ENSMUSG00000052593,11491
ENSMUSG00000101881,108168670
ENSMUSG00000104934,
ENSMUSG00000128292,
ENSMUSG00000101128,
ENSMUSG00000094335,
ENSMUSG00000103354,
ENSMUSG00000130207,
ENSMUSG00000081942,
ENSMUSG00000059383,404194
ENSMUSG00000101788,108168671
ENSMUSG00000081473,
ENSMUSG00000081625,
ENSMUSG00000126205,
ENSMUSG00000086286,
ENSMUSG00000104260,
ENSMUSG00000143315,115489302
ENSMUSG00000101124,
ENSMUSG00000137367,115489289
ENSMUSG00000094529,
ENSMUSG00000083596,
ENSMUSG00000143682,
ENSMUSG00000064524,115489173
ENSMUSG00000121343,108168506
ENSMUSG00000016534,16784
ENSMUSG00000105306,
ENSMUSG00000105007,
ENSMUSG00000030237,28250
ENSMUSG00000021600,77166
ENSMUSG00000102303,
ENSMUSG00000080580,100316804
ENSMUSG00000021643,20365
ENSMUSG00000112326,
ENSMUSG00000106630,
ENSMUSG00000112836,
ENSMUSG00000091800,
ENSMUSG00000052681,215449
ENSMUSG00000032572,68553
ENSMUSG00000105363,
ENSMUSG00000105463,
ENSMUSG00000105163,
ENSMUSG00000076518,
ENSMUSG00000093849,
ENSMUSG00000095771,
ENSMUSG00000038910,224860
ENSMUSG00000022687,117606
ENSMUSG00000113305,
ENSMUSG00000071750,
ENSMUSG00000113034,
ENSMUSG00000000253,66355
ENSMUSG00000071749,71088
ENSMUSG00000088900,
ENSMUSG00000093861,
ENSMUSG00000077511,115488603
ENSMUSG00000022146,18414
ENSMUSG00000044645,
ENSMUSG00000104722,
ENSMUSG00000105684,
ENSMUSG00000024109,18189
ENSMUSG00000105606,
ENSMUSG00000105043,
ENSMUSG00000106494,
ENSMUSG00000076530,
ENSMUSG00000106066,
ENSMUSG00000038916,67412
ENSMUSG00000105248,
ENSMUSG00000076522,
ENSMUSG00000076523,
ENSMUSG00000104832,
ENSMUSG00000024924,22359
ENSMUSG00000106403,
ENSMUSG00000114584,
ENSMUSG00000076270,751526
ENSMUSG00000106187,
ENSMUSG00000105319,
ENSMUSG00000041698,28248
ENSMUSG00000040818,211922
ENSMUSG00000060969,16371
ENSMUSG00000110723,
ENSMUSG00000113594,
ENSMUSG00000113172,
ENSMUSG00000102896,
ENSMUSG00000094989,
ENSMUSG00000113375,
ENSMUSG00000036955,72320
ENSMUSG00000113858,
ENSMUSG00000021645,20595
ENSMUSG00000032360,387285
ENSMUSG00000093046,100526478
ENSMUSG00000022788,224014
ENSMUSG00000115838,
ENSMUSG00000115251,
ENSMUSG00000115159,
ENSMUSG00000104334,
ENSMUSG00000115503,
ENSMUSG00000115504,
ENSMUSG00000087390,
ENSMUSG00000077627,115485974
ENSMUSG00000114984,
ENSMUSG00000025262,207375
ENSMUSG00000072568,399603
ENSMUSG00000001504,16372
ENSMUSG00000097493,
ENSMUSG00000077325,115486344
ENSMUSG00002074877,
ENSMUSG00000105817,
ENSMUSG00000022347,117586
ENSMUSG00000094420,
ENSMUSG00000113697,
ENSMUSG00000113952,
ENSMUSG00000062282,
ENSMUSG00000021604,50916
ENSMUSG00000110892,
ENSMUSG00000090781,
ENSMUSG00000110745,
ENSMUSG00000084714,
ENSMUSG00000110851,
ENSMUSG00000103434,
ENSMUSG00000099717,
ENSMUSG00000106381,
ENSMUSG00000032358,208994
ENSMUSG00000115231,
ENSMUSG00000115809,
ENSMUSG00000065812,115488555
ENSMUSG00000116031,432956
ENSMUSG00000094902,
ENSMUSG00000116109,
ENSMUSG00000096490,
ENSMUSG00000008590,57014
ENSMUSG00000116017,
ENSMUSG00000113485,
ENSMUSG00000106318,
ENSMUSG00000103610,
ENSMUSG00000063529,380842
ENSMUSG00000058586,68607
ENSMUSG00000106309,
ENSMUSG00000066407,
ENSMUSG00000038132,666794
ENSMUSG00000076531,
ENSMUSG00000104995,
ENSMUSG00000118336,
ENSMUSG00000089156,115488993
ENSMUSG00000089156,115490040
ENSMUSG00000076532,
ENSMUSG00002076873,
ENSMUSG00000088726,115488947
ENSMUSG00000098335,
ENSMUSG00000117875,
ENSMUSG00000076533,
ENSMUSG00000098924,
ENSMUSG00000077144,
ENSMUSG00000064416,
ENSMUSG00000088656,115488987
ENSMUSG00000099239,
ENSMUSG00000084166,
ENSMUSG00000114752,
ENSMUSG00000005871,11789
ENSMUSG00000062257,330908
ENSMUSG00000082423,
ENSMUSG00000105203,
ENSMUSG00000021606,407785
ENSMUSG00000031095,72584
ENSMUSG00000004360,212448
ENSMUSG00000104849,
ENSMUSG00000076535,
ENSMUSG00000106124,
ENSMUSG00000021607,94066
ENSMUSG00000105630,
ENSMUSG00000020075,56200
ENSMUSG00000021373,67252
ENSMUSG00002075166,
ENSMUSG00000098888,
ENSMUSG00000087531,
ENSMUSG00000105267,
ENSMUSG00002075756,
ENSMUSG00000110741,
ENSMUSG00000079544,
ENSMUSG00000020258,235582
ENSMUSG00000104838,
ENSMUSG00000079263,625716
ENSMUSG00000035529,72843
ENSMUSG00000032357,26944
ENSMUSG00002076569,
ENSMUSG00000069237,97863
ENSMUSG00000022346,17869
ENSMUSG00000078945,17948
ENSMUSG00000008450,68051
ENSMUSG00002076665,
ENSMUSG00002075247,
ENSMUSG00002075060,
ENSMUSG00002076986,
ENSMUSG00000065407,387153
ENSMUSG00000101167,
ENSMUSG00000098333,
ENSMUSG00002075681,
ENSMUSG00002075491,
ENSMUSG00000098370,
ENSMUSG00000088897,115485999
ENSMUSG00000079262,28254
ENSMUSG00000106988,
ENSMUSG00000115011,
ENSMUSG00000099138,
ENSMUSG00000115369,
ENSMUSG00000110394,
ENSMUSG00000059974,235106
ENSMUSG00000119866,115488547
ENSMUSG00000115377,
ENSMUSG00000095812,
ENSMUSG00000070047,14107
ENSMUSG00000115682,
ENSMUSG00000079025,83492
ENSMUSG00000085111,67341
ENSMUSG00000020076,94213
ENSMUSG00000021987,219135
ENSMUSG00000034145,217733
ENSMUSG00000085449,
ENSMUSG00000092488,
ENSMUSG00000058499,18716
ENSMUSG00000085638,
ENSMUSG00000111175,
ENSMUSG00000111304,
ENSMUSG00000119318,115487340
ENSMUSG00000054263,16880
ENSMUSG00000020257,77305
ENSMUSG00000014104,84543
ENSMUSG00000001783,28088
ENSMUSG00000021986,72125
ENSMUSG00000114948,
ENSMUSG00000114408,
ENSMUSG00000029865,71578
ENSMUSG00000021990,219140
ENSMUSG00000062833,387564
ENSMUSG00000014504,66384
ENSMUSG00000023289,20939
ENSMUSG00000112613,
ENSMUSG00000019883,52665
ENSMUSG00000047102,353148
ENSMUSG00000063975,108096
ENSMUSG00000028034,51886
ENSMUSG00000065440,387249
ENSMUSG00000031993,102607
ENSMUSG00000118072,
ENSMUSG00000088266,
ENSMUSG00000005873,13476
ENSMUSG00000040929,19726
ENSMUSG00000113292,
ENSMUSG00000071203,17951
ENSMUSG00000024583,53382
ENSMUSG00000097491,
ENSMUSG00000054764,17773
ENSMUSG00000051917,387515
ENSMUSG00002075778,
ENSMUSG00000041681,15874
ENSMUSG00000031645,109821
ENSMUSG00000029864,76263
ENSMUSG00000025525,68117
ENSMUSG00000111260,
ENSMUSG00000111438,
ENSMUSG00000111249,
ENSMUSG00000033453,235130
ENSMUSG00002075870,
ENSMUSG00000021294,668303
ENSMUSG00000071347,239126
ENSMUSG00000036923,216021
ENSMUSG00000071506,109218
ENSMUSG00000022122,13618
ENSMUSG00002075452,
ENSMUSG00000041671,232491
ENSMUSG00000073367,
ENSMUSG00000021338,68732
ENSMUSG00000093716,
ENSMUSG00000092549,
ENSMUSG00002075733,
ENSMUSG00000071033,
ENSMUSG00000020253,67905
ENSMUSG00000109764,16621
ENSMUSG00002076576,
ENSMUSG00000117572,
ENSMUSG00000117649,
ENSMUSG00000043346,
ENSMUSG00000117471,
ENSMUSG00000117396,
ENSMUSG00000117629,
ENSMUSG00000087425,
ENSMUSG00000112901,
ENSMUSG00000117417,
ENSMUSG00000105329,102465987
ENSMUSG00000112378,
ENSMUSG00000081412,
ENSMUSG00000117555,
ENSMUSG00000117408,
ENSMUSG00000050108,270757
ENSMUSG00000023923,72238
ENSMUSG00000080868,
ENSMUSG00000112966,
ENSMUSG00000113282,
ENSMUSG00000000355,68995
ENSMUSG00000031640,
ENSMUSG00000021032,64242
ENSMUSG00000104311,
ENSMUSG00000048349,18996
ENSMUSG00000089861,
ENSMUSG00000079057,102294
ENSMUSG00000048101,18316
ENSMUSG00000029863,12366
ENSMUSG00000014503,53871
ENSMUSG00000108454,
ENSMUSG00000036208,212547
ENSMUSG00000022120,72486
ENSMUSG00000097692,
ENSMUSG00000038876,68031
ENSMUSG00000025527,73809
ENSMUSG00000076432,22630
ENSMUSG00000083520,
ENSMUSG00000083818,
ENSMUSG00000048970,59048
ENSMUSG00000031994,30806
ENSMUSG00000085611,
ENSMUSG00000085635,
ENSMUSG00002076143,
ENSMUSG00000082723,
ENSMUSG00000051361,77883
ENSMUSG00000036270,234699
ENSMUSG00000021993,70478
ENSMUSG00000081147,
ENSMUSG00000080896,
ENSMUSG00000022783,50525
ENSMUSG00000084030,
ENSMUSG00000084039,
ENSMUSG00000084247,
ENSMUSG00000064529,115489171
ENSMUSG00000025528,67715
ENSMUSG00002075822,
ENSMUSG00000076571,
ENSMUSG00002076017,
ENSMUSG00000047412,235132
ENSMUSG00000106226,
ENSMUSG00000104769,
ENSMUSG00000076576,
ENSMUSG00000119317,115487571
ENSMUSG00000111496,
ENSMUSG00000111090,
ENSMUSG00000088257,115485760
ENSMUSG00000111741,
ENSMUSG00000105781,
ENSMUSG00000001786,69754
ENSMUSG00000076577,
ENSMUSG00000086157,
ENSMUSG00000083665,
ENSMUSG00000106192,
ENSMUSG00000083484,
ENSMUSG00000084287,
ENSMUSG00000081880,
ENSMUSG00000036501,225358
ENSMUSG00000094356,
ENSMUSG00000025085,226251
ENSMUSG00000083515,108168462
ENSMUSG00000025529,245595
ENSMUSG00000116729,
ENSMUSG00000116676,
ENSMUSG00000075370,16136
ENSMUSG00000113498,
ENSMUSG00000091105,
ENSMUSG00002076610,
ENSMUSG00000113638,
ENSMUSG00000059305,22362
ENSMUSG00000092597,
ENSMUSG00000095344,
ENSMUSG00002075740,
ENSMUSG00000032355,69642
ENSMUSG00000113659,
ENSMUSG00000030243,19691
ENSMUSG00000113344,
ENSMUSG00000114006,
ENSMUSG00000022668,66067
ENSMUSG00000113356,
ENSMUSG00000056293,331063
ENSMUSG00000113242,
ENSMUSG00000115384,
ENSMUSG00000077541,115488465
ENSMUSG00000034126,217734
ENSMUSG00000077719,
ENSMUSG00000077425,115485950
ENSMUSG00000115195,
ENSMUSG00000060548,29820
ENSMUSG00000034607,69693
ENSMUSG00000077265,115487489
ENSMUSG00000019880,72780
ENSMUSG00000117433,
ENSMUSG00000087942,115486044
ENSMUSG00002076816,
ENSMUSG00000084583,
ENSMUSG00000117584,
ENSMUSG00000117168,
ENSMUSG00000110986,
ENSMUSG00000117343,
ENSMUSG00000110831,
ENSMUSG00000117624,
ENSMUSG00000111046,
ENSMUSG00000117041,
ENSMUSG00000111427,
ENSMUSG00000098122,
ENSMUSG00000111554,
ENSMUSG00000117354,
ENSMUSG00000111001,
ENSMUSG00000117625,
ENSMUSG00000110776,
ENSMUSG00000117409,
ENSMUSG00000117591,
ENSMUSG00000075266,66311
ENSMUSG00000117559,
ENSMUSG00000024256,11516
ENSMUSG00002076603,
ENSMUSG00000012282,20890
ENSMUSG00000055827,270328
ENSMUSG00000035984,75533
ENSMUSG00000081399,
ENSMUSG00000084097,
ENSMUSG00000082636,
ENSMUSG00000059602,27204
ENSMUSG00000022667,57781
ENSMUSG00000081555,
ENSMUSG00000083103,
ENSMUSG00000081082,
ENSMUSG00000082392,
ENSMUSG00000055748,74548
ENSMUSG00000084963,102631947
ENSMUSG00000083560,
ENSMUSG00000119213,115488869
ENSMUSG00000117362,
ENSMUSG00000117452,
ENSMUSG00000049357,271508
ENSMUSG00000025531,12662
ENSMUSG00000117368,
ENSMUSG00000117514,
ENSMUSG00000117537,
ENSMUSG00000117543,
ENSMUSG00000077433,115488878
ENSMUSG00000117476,
ENSMUSG00000117382,
ENSMUSG00000117586,
ENSMUSG00000055660,76781
ENSMUSG00000021374,218210
ENSMUSG00000040560,104082
ENSMUSG00000042961,268780
ENSMUSG00000118726,115487553
ENSMUSG00000111397,
ENSMUSG00000098121,
ENSMUSG00000111211,
ENSMUSG00002076104,
ENSMUSG00000087256,
ENSMUSG00000117642,
ENSMUSG00000117653,
ENSMUSG00000020044,21859
ENSMUSG00000117499,
ENSMUSG00000065658,115488862
ENSMUSG00000023927,20230
ENSMUSG00000044287,234700
ENSMUSG00000048279,50720
ENSMUSG00000116827,
ENSMUSG00000116605,
ENSMUSG00000020212,17245
ENSMUSG00000022960,60364
ENSMUSG00000048310,244631
ENSMUSG00000119040,115487001
ENSMUSG00000031896,109660
ENSMUSG00000081707,
ENSMUSG00000113506,
ENSMUSG00000083409,
ENSMUSG00000089580,
ENSMUSG00000113915,
ENSMUSG00000081909,
ENSMUSG00000113958,
ENSMUSG00000112993,
ENSMUSG00000021608,210992
ENSMUSG00000065510,723850
ENSMUSG00000114107,
ENSMUSG00000081831,
ENSMUSG00000113296,
ENSMUSG00000087436,
ENSMUSG00000114008,
ENSMUSG00000113569,
ENSMUSG00000114119,
ENSMUSG00000113060,
ENSMUSG00000070044,212326
ENSMUSG00000113797,
ENSMUSG00000113670,
ENSMUSG00000098668,
ENSMUSG00000041229,320595
ENSMUSG00000113289,
ENSMUSG00000102783,
ENSMUSG00000112996,
ENSMUSG00000113751,
ENSMUSG00000103794,
ENSMUSG00000113085,
ENSMUSG00000113579,
ENSMUSG00000031995,19143
ENSMUSG00000113762,
ENSMUSG00002076987,
ENSMUSG00000092472,
ENSMUSG00000096701,
ENSMUSG00000113532,
ENSMUSG00000113824,
ENSMUSG00000113451,
ENSMUSG00000096618,
ENSMUSG00000113487,
ENSMUSG00000021033,14874
ENSMUSG00000076580,
ENSMUSG00000076581,
ENSMUSG00000105727,
ENSMUSG00000094930,
ENSMUSG00000030245,66964
ENSMUSG00000035296,24053
ENSMUSG00000076583,
ENSMUSG00000105432,
ENSMUSG00000095630,
ENSMUSG00000023277,23999
ENSMUSG00000106080,
ENSMUSG00000105668,
ENSMUSG00000071112,319552
ENSMUSG00000114920,
ENSMUSG00000043157,219144
ENSMUSG00000114642,
ENSMUSG00000021928,68177
ENSMUSG00000116933,
ENSMUSG00000076586,
ENSMUSG00000062082,239849
ENSMUSG00002075443,115488393
ENSMUSG00000021895,71704
ENSMUSG00000105114,
ENSMUSG00000112997,
ENSMUSG00000076587,
ENSMUSG00000113719,
ENSMUSG00000114144,
ENSMUSG00000034111,382620
ENSMUSG00000030244,232493
ENSMUSG00000031897,19171
ENSMUSG00000071362,
ENSMUSG00000113407,
ENSMUSG00000113160,
ENSMUSG00000113873,
ENSMUSG00000090812,238333
ENSMUSG00000089966,
ENSMUSG00000090199,
ENSMUSG00000115033,
ENSMUSG00000113606,
ENSMUSG00000114151,
ENSMUSG00000103142,
ENSMUSG00000115497,
ENSMUSG00000112958,
ENSMUSG00000113607,
ENSMUSG00000115765,
ENSMUSG00000116911,
ENSMUSG00000112987,
ENSMUSG00000022144,14573
ENSMUSG00000073158,66808
ENSMUSG00000090176,271375
ENSMUSG00000096594,
ENSMUSG00000114120,
ENSMUSG00000072919,71275
ENSMUSG00000039828,545085
ENSMUSG00000116820,
ENSMUSG00000035237,16816
ENSMUSG00000076589,
ENSMUSG00000022779,21976
ENSMUSG00002076936,
ENSMUSG00000106031,
ENSMUSG00000021929,16648
ENSMUSG00000095794,
ENSMUSG00000106428,
ENSMUSG00000102973,
ENSMUSG00000071064,622675
ENSMUSG00000102212,
ENSMUSG00000113417,
ENSMUSG00000094797,
ENSMUSG00000113403,
ENSMUSG00000103779,
ENSMUSG00000057160,
ENSMUSG00000102744,
ENSMUSG00000103216,
ENSMUSG00000103753,
ENSMUSG00000059669,21340
ENSMUSG00000103358,
ENSMUSG00000106624,
ENSMUSG00000072477,
ENSMUSG00000021609,13162
ENSMUSG00000102600,
ENSMUSG00000103378,
ENSMUSG00000105687,
ENSMUSG00000117170,
ENSMUSG00000096844,
ENSMUSG00000117035,328839
ENSMUSG00000116090,
ENSMUSG00000035580,211468
ENSMUSG00002076238,
ENSMUSG00000022378,223601
ENSMUSG00000104643,
ENSMUSG00000022119,74213
ENSMUSG00000076594,
ENSMUSG00000105305,
ENSMUSG00000106315,
ENSMUSG00000104692,
ENSMUSG00000105862,
ENSMUSG00000094117,
ENSMUSG00000105499,
ENSMUSG00000076596,
ENSMUSG00000117244,
ENSMUSG00000117194,
ENSMUSG00000117089,
ENSMUSG00000081343,
ENSMUSG00000117248,
ENSMUSG00000095338,
ENSMUSG00000045322,81897
ENSMUSG00000117241,
ENSMUSG00000023931,211482
ENSMUSG00000104760,
ENSMUSG00000076598,
ENSMUSG00000032786,11655
ENSMUSG00000030246,16832
ENSMUSG00000021375,16553
ENSMUSG00000112684,
ENSMUSG00000117111,
ENSMUSG00000017831,271457
ENSMUSG00000020074,67500
ENSMUSG00000117795,
ENSMUSG00000118258,
ENSMUSG00000119255,
ENSMUSG00000117673,
ENSMUSG00000118189,
ENSMUSG00000118191,
ENSMUSG00000117128,
ENSMUSG00000118022,
ENSMUSG00000044957,110332
ENSMUSG00000056812,20451
ENSMUSG00000031682,67687
ENSMUSG00000113692,
ENSMUSG00000020656,195733
ENSMUSG00000000708,18519
ENSMUSG00000110388,102632189
ENSMUSG00000037022,109136
ENSMUSG00000065936,115488588
ENSMUSG00000022142,170762
ENSMUSG00000045991,225631
ENSMUSG00000031639,142980
ENSMUSG00000118375,
ENSMUSG00000060096,
ENSMUSG00000003778,78656
ENSMUSG00000106667,
ENSMUSG00000095335,
ENSMUSG00000029862,12723
ENSMUSG00000032352,214345
ENSMUSG00000096517,
ENSMUSG00000023940,72415
ENSMUSG00000021610,218335
ENSMUSG00000020653,194655
ENSMUSG00000109785,
ENSMUSG00000021038,104799
ENSMUSG00000031681,17125
ENSMUSG00000107684,
ENSMUSG00000117211,
ENSMUSG00000106327,
ENSMUSG00000104949,
ENSMUSG00000105885,
ENSMUSG00000023122,69083
ENSMUSG00000109851,
ENSMUSG00000109591,
ENSMUSG00000097975,
ENSMUSG00000074695,50929
ENSMUSG00000017765,20498
ENSMUSG00000064558,115488217
ENSMUSG00000021611,21752
ENSMUSG00000021631,
ENSMUSG00000105732,
ENSMUSG00000105235,
ENSMUSG00000112002,
ENSMUSG00000105921,
ENSMUSG00000105147,
ENSMUSG00000112216,102635357
ENSMUSG00000112135,
ENSMUSG00000112173,
ENSMUSG00000023943,20888
ENSMUSG00000080469,
ENSMUSG00000112614,
ENSMUSG00000112806,
ENSMUSG00000112252,102635473
ENSMUSG00000112561,
ENSMUSG00000019792,73681
ENSMUSG00000104810,
ENSMUSG00000102572,
ENSMUSG00000023945,63993
ENSMUSG00000044667,229791
ENSMUSG00000117006,
ENSMUSG00000090704,
ENSMUSG00000117316,
ENSMUSG00000089514,115486043
ENSMUSG00000117340,
ENSMUSG00000050010,330096
ENSMUSG00000117249,
ENSMUSG00000091509,
ENSMUSG00000117283,
ENSMUSG00000090790,
ENSMUSG00000039801,73692
ENSMUSG00000117090,
ENSMUSG00000024172,240119
ENSMUSG00000035187,18096
ENSMUSG00000115831,
ENSMUSG00000115247,
ENSMUSG00000040651,218850
ENSMUSG00000105800,
ENSMUSG00000062353,
ENSMUSG00000029330,74596
ENSMUSG00000016756,12763
ENSMUSG00000036172,74603
ENSMUSG00000024174,72836
ENSMUSG00002076381,
ENSMUSG00000027676,51938
ENSMUSG00000111080,100504586
ENSMUSG00000090461,116849
ENSMUSG00000020739,445007
ENSMUSG00000112814,668198
ENSMUSG00000104478,
ENSMUSG00000112419,668203
ENSMUSG00000104385,
ENSMUSG00000112027,668205
ENSMUSG00000112781,668209
ENSMUSG00000101231,
ENSMUSG00000101097,
ENSMUSG00000112495,668213
ENSMUSG00000100764,
ENSMUSG00000112919,668216
ENSMUSG00000104966,
ENSMUSG00000055170,15978
ENSMUSG00000100831,
ENSMUSG00000105632,
ENSMUSG00000100884,
ENSMUSG00000038582,320717
ENSMUSG00000100635,
ENSMUSG00000100480,
ENSMUSG00000089037,115485815
ENSMUSG00002076531,
ENSMUSG00000099094,
ENSMUSG00000100025,
ENSMUSG00000026312,241201
ENSMUSG00002076458,
ENSMUSG00000044938,244923
ENSMUSG00000111014,
ENSMUSG00000019791,66847
ENSMUSG00000032350,14629
ENSMUSG00000115386,102639647
ENSMUSG00000098780,102465207
ENSMUSG00002074953,
ENSMUSG00000046753,320234
ENSMUSG00000105286,
ENSMUSG00000034098,213262
ENSMUSG00000064566,115488591
ENSMUSG00000022141,71175
ENSMUSG00000117237,
ENSMUSG00000036473,224617
ENSMUSG00000096715,
ENSMUSG00000021037,217737
ENSMUSG00000064665,115489215
ENSMUSG00000111913,
ENSMUSG00000082342,
ENSMUSG00000081331,
ENSMUSG00000047146,52463
ENSMUSG00000083379,
ENSMUSG00000083909,
ENSMUSG00000118781,115489235
ENSMUSG00000030247,16523
ENSMUSG00000083719,
ENSMUSG00000040274,12571
ENSMUSG00000001986,53623
ENSMUSG00000094478,
ENSMUSG00000095351,
ENSMUSG00000023345,70235
ENSMUSG00000095682,
ENSMUSG00002075882,
ENSMUSG00000062563,12879
ENSMUSG00000000751,68275
ENSMUSG00000076604,
ENSMUSG00000099131,102465651
ENSMUSG00000100290,
ENSMUSG00000036990,73945
ENSMUSG00000100758,
ENSMUSG00000099926,
ENSMUSG00000038569,231724
ENSMUSG00000039748,26909
ENSMUSG00002076276,
ENSMUSG00000064836,115488408
ENSMUSG00000114482,
ENSMUSG00000022114,24064
ENSMUSG00000112309,
ENSMUSG00000112616,
ENSMUSG00000084569,115487492
ENSMUSG00000115800,
ENSMUSG00002075200,
ENSMUSG00000090538,
ENSMUSG00000028630,69181
ENSMUSG00000022113,212085
ENSMUSG00000103920,
ENSMUSG00000103702,
ENSMUSG00000115501,
ENSMUSG00000033342,75769
ENSMUSG00000115754,
ENSMUSG00000065193,
ENSMUSG00002076417,
ENSMUSG00000115695,
ENSMUSG00000104443,
ENSMUSG00000115763,
ENSMUSG00000112402,
ENSMUSG00000091723,
ENSMUSG00000098162,
ENSMUSG00000050671,217738
ENSMUSG00000077224,115485945
ENSMUSG00000112854,216377
ENSMUSG00000115510,
ENSMUSG00000115741,
ENSMUSG00000115273,
ENSMUSG00000112683,
ENSMUSG00000115661,
ENSMUSG00000100681,73400
ENSMUSG00002076494,
ENSMUSG00000089455,
ENSMUSG00000058430,
ENSMUSG00000071253,73132
ENSMUSG00000075478,76965
ENSMUSG00000115642,
ENSMUSG00000115416,
ENSMUSG00000089119,115485963
ENSMUSG00000114706,
ENSMUSG00002076289,
ENSMUSG00000114368,
ENSMUSG00002075588,
ENSMUSG00002076349,115488462
ENSMUSG00000020649,20135
ENSMUSG00000098096,
ENSMUSG00000115336,
ENSMUSG00000115606,
ENSMUSG00000119581,115488447
ENSMUSG00000084441,115488463
ENSMUSG00000048281,239133
ENSMUSG00000029462,56433
ENSMUSG00000024588,14151
ENSMUSG00000045871,239250
ENSMUSG00000115165,
ENSMUSG00000115349,
ENSMUSG00002075245,
ENSMUSG00000029861,76156
ENSMUSG00000115461,
ENSMUSG00000115650,
ENSMUSG00000115755,
ENSMUSG00000115818,
ENSMUSG00000021932,67153
ENSMUSG00000118715,115487578
ENSMUSG00000104158,226720
ENSMUSG00000113062,
ENSMUSG00000114076,
ENSMUSG00000113018,
ENSMUSG00000102216,
ENSMUSG00000103540,
ENSMUSG00000089203,115485861
ENSMUSG00000088481,
ENSMUSG00000114084,
ENSMUSG00000026181,68606
ENSMUSG00000102489,
ENSMUSG00000103849,
ENSMUSG00000088875,115485731
ENSMUSG00000102872,
ENSMUSG00000020646,67216
ENSMUSG00000057363,67883
ENSMUSG00000080971,
ENSMUSG00000102393,
ENSMUSG00000105026,
ENSMUSG00000115640,
ENSMUSG00000103312,
ENSMUSG00000102637,
