Gene stable ID,NCBI gene (formerly Entrezgene) ID
ENSMUSG00000112117,110333
ENSMUSG00000033276,269209
ENSMUSG00000059639,474145
ENSMUSG00000034255,544817
ENSMUSG00000107543,
ENSMUSG00000121626,
ENSMUSG00000092247,
ENSMUSG00000087204,
ENSMUSG00000097693,
ENSMUSG00000057223,
ENSMUSG00000121657,625347
ENSMUSG00000097979,
ENSMUSG00000107873,
ENSMUSG00000108484,
ENSMUSG00000121675,
ENSMUSG00000138218,
ENSMUSG00000108269,
ENSMUSG00000083396,
ENSMUSG00000121686,
ENSMUSG00000025488,12869
ENSMUSG00000108052,
ENSMUSG00000103695,
ENSMUSG00000028402,17475
ENSMUSG00000121699,
ENSMUSG00000138280,
ENSMUSG00000107653,
ENSMUSG00000084965,
ENSMUSG00000107430,
ENSMUSG00000107310,
ENSMUSG00000038745,101613
ENSMUSG00000121741,
ENSMUSG00000126270,
ENSMUSG00000097365,320088
ENSMUSG00000107380,
ENSMUSG00000121805,
ENSMUSG00000049249,102634348
ENSMUSG00000118420,
ENSMUSG00000105075,
ENSMUSG00000107476,
ENSMUSG00000136032,102637912
ENSMUSG00000138297,
ENSMUSG00000138311,
ENSMUSG00000093456,
ENSMUSG00000092035,170676
ENSMUSG00000138315,
ENSMUSG00000138338,
ENSMUSG00000138346,
ENSMUSG00000031736,71296
ENSMUSG00000138349,
ENSMUSG00000017978,320405
ENSMUSG00000102215,
ENSMUSG00000032594,27399
ENSMUSG00000104659,102634061
ENSMUSG00000062031,212974
ENSMUSG00000138358,
ENSMUSG00000138377,
ENSMUSG00000097032,
ENSMUSG00000105473,
ENSMUSG00000129053,
ENSMUSG00000117149,
ENSMUSG00000099747,
ENSMUSG00000020496,108660
ENSMUSG00002075017,
ENSMUSG00000092679,100628598
ENSMUSG00000036964,56631
ENSMUSG00000086830,
ENSMUSG00000065524,723955
ENSMUSG00002076545,
ENSMUSG00000083807,
ENSMUSG00002075375,
ENSMUSG00000102540,
ENSMUSG00000088868,
ENSMUSG00002075948,
ENSMUSG00000082679,
ENSMUSG00002075598,
ENSMUSG00000116896,
ENSMUSG00000070284,331026
ENSMUSG00000089144,
ENSMUSG00002076875,
ENSMUSG00000122713,
ENSMUSG00002075748,
ENSMUSG00000121987,
ENSMUSG00000082278,
ENSMUSG00000120589,
ENSMUSG00000083966,
ENSMUSG00000138449,
ENSMUSG00000080499,115489639
ENSMUSG00000116649,
ENSMUSG00002076982,
ENSMUSG00000083866,
ENSMUSG00002075145,
ENSMUSG00000106429,
ENSMUSG00000135187,
ENSMUSG00000082114,
ENSMUSG00000093227,100526517
ENSMUSG00000098040,627800
ENSMUSG00000052155,11480
ENSMUSG00000117156,
ENSMUSG00000138611,
ENSMUSG00000138484,
ENSMUSG00000097804,102634900
ENSMUSG00002075890,
ENSMUSG00000020455,94091
ENSMUSG00000111104,
ENSMUSG00000106476,
ENSMUSG00000111776,
ENSMUSG00000029711,13856
ENSMUSG00000019853,56016
ENSMUSG00000092390,
ENSMUSG00000092461,
ENSMUSG00000117207,
ENSMUSG00000140165,
ENSMUSG00000025489,73835
ENSMUSG00000066958,
ENSMUSG00000138505,
ENSMUSG00000086438,
ENSMUSG00000143956,
ENSMUSG00000116670,
ENSMUSG00000110104,
ENSMUSG00000111173,
ENSMUSG00000019852,215821
ENSMUSG00000093776,
ENSMUSG00000060591,80876
ENSMUSG00000080152,382523
ENSMUSG00000056895,78303
ENSMUSG00000105975,101056032
ENSMUSG00000026761,26428
ENSMUSG00000080712,382522
ENSMUSG00000116587,
ENSMUSG00000025491,68713
ENSMUSG00000078851,319162
ENSMUSG00002076393,
ENSMUSG00000091550,
ENSMUSG00000087058,
ENSMUSG00000041528,84585
ENSMUSG00000102080,328766
ENSMUSG00000049928,93896
ENSMUSG00000091575,69206
ENSMUSG00000029715,74097
ENSMUSG00000025492,66141
ENSMUSG00000138557,
ENSMUSG00000096857,
ENSMUSG00000105851,77707
ENSMUSG00000138281,
ENSMUSG00000106237,
ENSMUSG00000029714,57330
ENSMUSG00000059108,213002
ENSMUSG00000138582,
ENSMUSG00000094582,
ENSMUSG00000138610,
ENSMUSG00000136581,
ENSMUSG00000138619,102638334
ENSMUSG00000100191,
ENSMUSG00000055629,330671
ENSMUSG00000128968,
ENSMUSG00000138622,
ENSMUSG00000020907,19674
ENSMUSG00000138636,
ENSMUSG00000138647,102634641
ENSMUSG00000095963,
ENSMUSG00000131679,
ENSMUSG00000097886,544792
ENSMUSG00000117326,
ENSMUSG00000132240,75341
ENSMUSG00000117472,
ENSMUSG00000138653,
ENSMUSG00000033044,68460
ENSMUSG00000128020,
ENSMUSG00000138668,
ENSMUSG00000117962,
ENSMUSG00000138671,
ENSMUSG00000083672,
ENSMUSG00000138682,
ENSMUSG00000123753,
ENSMUSG00000083534,
ENSMUSG00000102067,102639521
ENSMUSG00000132317,
ENSMUSG00000033066,14457
ENSMUSG00000029713,14693
ENSMUSG00000033257,67534
ENSMUSG00000106108,
ENSMUSG00000138719,
ENSMUSG00000121993,
ENSMUSG00000122015,
ENSMUSG00000138722,
ENSMUSG00000122028,
ENSMUSG00000112113,
ENSMUSG00000138734,
ENSMUSG00000111488,
ENSMUSG00000138757,
ENSMUSG00000138762,
ENSMUSG00000138775,
ENSMUSG00000122059,
ENSMUSG00000092270,
ENSMUSG00000120255,
ENSMUSG00000105952,
ENSMUSG00000129807,
ENSMUSG00000054065,56460
ENSMUSG00000092340,
ENSMUSG00000122105,
ENSMUSG00000122106,
ENSMUSG00000092591,
ENSMUSG00000122129,
ENSMUSG00000122137,
ENSMUSG00000120422,
ENSMUSG00000122143,
ENSMUSG00000111952,
ENSMUSG00000092512,
ENSMUSG00000096922,100503882
ENSMUSG00000125282,
ENSMUSG00000092253,
ENSMUSG00000122183,
ENSMUSG00000122198,
ENSMUSG00000092304,
ENSMUSG00000105085,
ENSMUSG00000122224,
ENSMUSG00000122263,
ENSMUSG00000122305,
ENSMUSG00000073405,
ENSMUSG00000087177,327744
ENSMUSG00000133261,
ENSMUSG00000073980,
ENSMUSG00000124328,
ENSMUSG00000138837,
ENSMUSG00000044522,100503044
ENSMUSG00000092289,
ENSMUSG00000092374,
ENSMUSG00000092457,
ENSMUSG00000141839,
ENSMUSG00000101932,
ENSMUSG00000101756,
ENSMUSG00000092612,
ENSMUSG00000065590,387208
ENSMUSG00000116704,
ENSMUSG00000065537,387150
ENSMUSG00000038268,246257
ENSMUSG00000122949,
ENSMUSG00000026170,104086
ENSMUSG00000049832,
ENSMUSG00000092284,
ENSMUSG00000078789,116905
ENSMUSG00000138855,
ENSMUSG00000138873,
ENSMUSG00000138891,
ENSMUSG00000138892,
ENSMUSG00000120153,
ENSMUSG00000092571,
ENSMUSG00000125539,
ENSMUSG00000117256,
ENSMUSG00000133257,
ENSMUSG00000117522,
ENSMUSG00000036792,109241
ENSMUSG00000092577,
ENSMUSG00000134858,
ENSMUSG00000025494,24058
ENSMUSG00000006542,241113
ENSMUSG00000117518,
ENSMUSG00000125905,
ENSMUSG00000098438,
ENSMUSG00000136220,
ENSMUSG00000138931,
ENSMUSG00000061728,
ENSMUSG00000138964,
ENSMUSG00000139012,
ENSMUSG00000139026,
ENSMUSG00000105816,402774
ENSMUSG00000124316,
ENSMUSG00000140301,
ENSMUSG00000092471,
ENSMUSG00000122339,
ENSMUSG00000122340,
ENSMUSG00000092202,
ENSMUSG00000122348,
ENSMUSG00000129330,
ENSMUSG00000122363,
ENSMUSG00000086915,
ENSMUSG00000116560,100040500
ENSMUSG00000139029,
ENSMUSG00000139033,
ENSMUSG00000122905,
ENSMUSG00000139050,
ENSMUSG00000139065,
ENSMUSG00000123031,
ENSMUSG00000116868,
ENSMUSG00000139076,
ENSMUSG00000139160,
ENSMUSG00000122542,
ENSMUSG00000093880,
ENSMUSG00000112647,
ENSMUSG00000104669,
ENSMUSG00000045287,237847
ENSMUSG00000139201,
ENSMUSG00000097164,
ENSMUSG00000120615,
ENSMUSG00000098597,102465227
ENSMUSG00000122821,
ENSMUSG00000090873,
ENSMUSG00000122579,
ENSMUSG00000118494,
ENSMUSG00000043099,15248
ENSMUSG00000029712,83766
ENSMUSG00000116812,
ENSMUSG00000073145,
ENSMUSG00000116719,101055731
ENSMUSG00000035455,60530
ENSMUSG00000139207,
ENSMUSG00000116992,
ENSMUSG00000054662,71345
ENSMUSG00000130316,
ENSMUSG00000129971,
ENSMUSG00000130017,
ENSMUSG00000122401,
ENSMUSG00000129933,
ENSMUSG00000130432,
ENSMUSG00000122405,105245134
ENSMUSG00000130154,
ENSMUSG00000130391,
ENSMUSG00000018654,22778
ENSMUSG00000079505,
ENSMUSG00000074398,
ENSMUSG00000122446,
ENSMUSG00000130272,
ENSMUSG00000130470,
ENSMUSG00000130060,
ENSMUSG00000130353,
ENSMUSG00000080937,
ENSMUSG00000090588,672682
ENSMUSG00000084177,
ENSMUSG00000077769,115489607
ENSMUSG00000069495,227867
ENSMUSG00002075611,
ENSMUSG00000122465,
ENSMUSG00000033227,22420
ENSMUSG00000092171,
ENSMUSG00000122482,
ENSMUSG00000125942,
ENSMUSG00000123183,
ENSMUSG00000097786,
ENSMUSG00000122501,
ENSMUSG00000139235,
ENSMUSG00000126043,
ENSMUSG00000122519,
ENSMUSG00000139242,
ENSMUSG00000029716,50765
ENSMUSG00000122525,
ENSMUSG00002076275,
ENSMUSG00000099472,
ENSMUSG00000097124,319839
ENSMUSG00000048574,434175
ENSMUSG00000125311,
ENSMUSG00000122530,
ENSMUSG00000026167,22409
ENSMUSG00000087443,
ENSMUSG00000122550,
ENSMUSG00000090619,637898
ENSMUSG00000122554,
ENSMUSG00000122558,
ENSMUSG00000112433,
ENSMUSG00000125389,
ENSMUSG00000084998,
ENSMUSG00000026197,68818
ENSMUSG00000122577,
ENSMUSG00000139263,
ENSMUSG00000092257,
ENSMUSG00000139277,
ENSMUSG00000103334,
ENSMUSG00000108562,
ENSMUSG00000122581,
ENSMUSG00000090967,637873
ENSMUSG00000122590,105245092
ENSMUSG00000122601,
ENSMUSG00000128648,
ENSMUSG00000122610,
ENSMUSG00000138223,
ENSMUSG00000122618,
ENSMUSG00000137027,
ENSMUSG00000092370,
ENSMUSG00000085287,74597
ENSMUSG00000092411,
ENSMUSG00000122628,
ENSMUSG00000111888,
ENSMUSG00000092382,
ENSMUSG00000047935,
ENSMUSG00000139287,
ENSMUSG00000070621,
ENSMUSG00000030463,71162
ENSMUSG00000122712,
ENSMUSG00000122746,
ENSMUSG00000139288,
ENSMUSG00000112242,
ENSMUSG00000139322,
ENSMUSG00000139325,
ENSMUSG00000092416,434178
ENSMUSG00000086898,105246244
ENSMUSG00000085084,329782
ENSMUSG00000112146,
ENSMUSG00000122782,
ENSMUSG00000120466,
ENSMUSG00000092505,
ENSMUSG00000108491,
ENSMUSG00000087478,75060
ENSMUSG00002075211,
ENSMUSG00000074158,208111
ENSMUSG00000122802,
ENSMUSG00000026764,16574
ENSMUSG00000112083,102635915
ENSMUSG00000069727,434179
ENSMUSG00000046095,16670
ENSMUSG00000091594,115486519
ENSMUSG00000096917,
ENSMUSG00000092554,
ENSMUSG00000090565,414079
ENSMUSG00000048013,53617
ENSMUSG00000092238,
ENSMUSG00000091926,546964
ENSMUSG00000111587,
ENSMUSG00000122879,
ENSMUSG00000122925,
ENSMUSG00000092225,
ENSMUSG00000122966,
ENSMUSG00000123004,
ENSMUSG00000092191,
ENSMUSG00000123006,
ENSMUSG00000092395,
ENSMUSG00000123027,
ENSMUSG00000123029,
ENSMUSG00000090751,435975
ENSMUSG00000093565,
ENSMUSG00000049287,216792
ENSMUSG00000123067,
ENSMUSG00000123086,
ENSMUSG00000112707,
ENSMUSG00000092218,
ENSMUSG00000099474,67522
ENSMUSG00000032593,320844
ENSMUSG00000026198,74104
ENSMUSG00000043448,118454
ENSMUSG00000080892,
ENSMUSG00000123117,
ENSMUSG00000044609,
ENSMUSG00000123133,
ENSMUSG00000123174,
ENSMUSG00000123249,
ENSMUSG00002076157,
ENSMUSG00000112397,
ENSMUSG00000032591,15235
ENSMUSG00000139354,102632400
ENSMUSG00000109763,
ENSMUSG00000139362,
ENSMUSG00000110190,
ENSMUSG00000139365,
ENSMUSG00000139371,
ENSMUSG00000109985,
ENSMUSG00000020444,14923
ENSMUSG00000139385,
ENSMUSG00000116760,
ENSMUSG00000110307,
ENSMUSG00000110149,
ENSMUSG00000139387,
ENSMUSG00000110024,
ENSMUSG00000097910,75996
ENSMUSG00000139394,
ENSMUSG00000139396,
ENSMUSG00000139408,
ENSMUSG00000123271,
ENSMUSG00000109694,
ENSMUSG00000120476,
ENSMUSG00000109969,
ENSMUSG00000123276,
ENSMUSG00000123277,
ENSMUSG00000139417,
ENSMUSG00000110066,
ENSMUSG00000139424,
ENSMUSG00000090714,545913
ENSMUSG00000123294,
ENSMUSG00000139426,
ENSMUSG00000123297,
ENSMUSG00000139436,
ENSMUSG00000123306,
ENSMUSG00000139445,
ENSMUSG00000139450,
ENSMUSG00000139451,
ENSMUSG00000123325,
ENSMUSG00000139454,
ENSMUSG00000117485,100503447
ENSMUSG00000123344,
ENSMUSG00000123393,
ENSMUSG00000123402,
ENSMUSG00000139460,
ENSMUSG00000109595,
ENSMUSG00000110379,
ENSMUSG00000139490,
ENSMUSG00000110421,
ENSMUSG00000110112,
ENSMUSG00000109798,
ENSMUSG00000110192,
ENSMUSG00000112878,
ENSMUSG00000109976,
ENSMUSG00000123442,
ENSMUSG00002074860,
ENSMUSG00000095936,
ENSMUSG00000123466,
ENSMUSG00000110420,
ENSMUSG00002076061,
ENSMUSG00000109979,
ENSMUSG00000110215,
ENSMUSG00000139494,
ENSMUSG00000099519,
ENSMUSG00000139500,
ENSMUSG00000110005,
ENSMUSG00000070828,665902
ENSMUSG00000121389,669780
ENSMUSG00000119994,
ENSMUSG00000119974,
ENSMUSG00000036860,67212
ENSMUSG00000037221,68929
ENSMUSG00000105296,
ENSMUSG00000109720,
ENSMUSG00000033124,245860
ENSMUSG00000109920,
ENSMUSG00000109786,
ENSMUSG00000110083,
ENSMUSG00000108446,
ENSMUSG00000092335,637776
ENSMUSG00000098782,
ENSMUSG00000139561,
ENSMUSG00000107673,
ENSMUSG00000100252,
ENSMUSG00000030378,76971
ENSMUSG00000098787,102466914
ENSMUSG00000032590,235606
ENSMUSG00000020441,67862
ENSMUSG00000048076,11840
ENSMUSG00000013936,17906
ENSMUSG00000123482,102631621
ENSMUSG00000082879,
ENSMUSG00000050447,320343
ENSMUSG00000123487,
ENSMUSG00000123494,
ENSMUSG00000020549,68626
ENSMUSG00000123508,
ENSMUSG00000123522,
ENSMUSG00000123535,
ENSMUSG00000123559,
ENSMUSG00000094385,384695
ENSMUSG00000109269,
ENSMUSG00000109000,
ENSMUSG00000097372,
ENSMUSG00000109253,
ENSMUSG00000094221,670764
ENSMUSG00000095309,667215
ENSMUSG00000026766,109129
ENSMUSG00000112874,
ENSMUSG00000096813,100043013
ENSMUSG00000093890,621561
ENSMUSG00000095758,667199
ENSMUSG00000112331,102635787
ENSMUSG00000094879,621510
ENSMUSG00000095185,
ENSMUSG00000109259,
ENSMUSG00000109380,
ENSMUSG00000108907,
ENSMUSG00000094208,100043596
ENSMUSG00000096741,
ENSMUSG00000093941,100043016
ENSMUSG00000123597,
ENSMUSG00000123613,
ENSMUSG00000108879,
ENSMUSG00000123628,
ENSMUSG00000101076,
ENSMUSG00000109300,
ENSMUSG00000123633,
ENSMUSG00000074322,100043604
ENSMUSG00000120252,
ENSMUSG00000047535,18368
ENSMUSG00000073940,101488143
ENSMUSG00000123659,
ENSMUSG00000123661,
ENSMUSG00000139591,
ENSMUSG00000123671,
ENSMUSG00000139599,
ENSMUSG00000123677,102639883
ENSMUSG00000139615,
ENSMUSG00000117879,
ENSMUSG00000121140,
ENSMUSG00000052305,15129
ENSMUSG00000052305,100503605
ENSMUSG00000104675,
ENSMUSG00000081457,
ENSMUSG00000083449,
ENSMUSG00000085429,
ENSMUSG00000139647,
ENSMUSG00000123681,
ENSMUSG00000082846,
ENSMUSG00000083270,227885
ENSMUSG00000017144,74194
ENSMUSG00000120839,
ENSMUSG00000139675,
ENSMUSG00000120659,
ENSMUSG00000118068,
ENSMUSG00000105057,
ENSMUSG00000043036,330188
ENSMUSG00000099139,68692
ENSMUSG00000086148,
ENSMUSG00000120679,102636840
ENSMUSG00000139722,
ENSMUSG00000032589,12217
ENSMUSG00000123720,
ENSMUSG00000087660,
ENSMUSG00000123725,
ENSMUSG00000123730,
ENSMUSG00000100496,
ENSMUSG00000081173,
ENSMUSG00000086349,329404
ENSMUSG00000083967,
ENSMUSG00000076499,
ENSMUSG00000123732,
ENSMUSG00000083216,
ENSMUSG00000106683,
ENSMUSG00000123756,
ENSMUSG00000089614,115489631
ENSMUSG00000078621,436003
ENSMUSG00000096461,
ENSMUSG00000084334,
ENSMUSG00000056115,387511
ENSMUSG00000093906,
ENSMUSG00000108961,102635120
ENSMUSG00000081484,
ENSMUSG00000052217,15132
ENSMUSG00000087701,
ENSMUSG00000095737,
ENSMUSG00000036249,71684
ENSMUSG00000120995,115486031
ENSMUSG00000026199,52231
ENSMUSG00000038828,68796
ENSMUSG00000096515,
ENSMUSG00000123763,
ENSMUSG00000121491,77022
ENSMUSG00000076525,
ENSMUSG00000123773,
ENSMUSG00000085700,
ENSMUSG00000123793,
ENSMUSG00000076526,
ENSMUSG00000052187,15135
ENSMUSG00000123815,
ENSMUSG00000098814,
ENSMUSG00000123858,
ENSMUSG00002075765,
ENSMUSG00000103658,
ENSMUSG00000123866,
ENSMUSG00000076534,
ENSMUSG00000103466,
ENSMUSG00000139742,
ENSMUSG00000109714,102638463
ENSMUSG00000102538,
ENSMUSG00000123879,
ENSMUSG00000039952,13138
ENSMUSG00000139768,
ENSMUSG00000058200,18367
ENSMUSG00000076536,
ENSMUSG00000123882,
ENSMUSG00000120795,
ENSMUSG00000109824,
ENSMUSG00000076570,
ENSMUSG00000123938,
ENSMUSG00000123974,
ENSMUSG00000123976,
ENSMUSG00000076572,
ENSMUSG00000066262,258819
ENSMUSG00000123986,
ENSMUSG00000076573,
ENSMUSG00000073932,259075
ENSMUSG00000085956,
ENSMUSG00000123995,
ENSMUSG00000124005,
ENSMUSG00000124025,
ENSMUSG00000124051,
ENSMUSG00000139782,
ENSMUSG00000076575,
ENSMUSG00000121740,
ENSMUSG00000139822,
ENSMUSG00000049797,258326
ENSMUSG00000139860,
ENSMUSG00000080782,
ENSMUSG00000076578,
ENSMUSG00000124063,
ENSMUSG00000026946,64685
ENSMUSG00000033389,216831
ENSMUSG00000139868,
ENSMUSG00000090219,259081
ENSMUSG00000044633,118567817
ENSMUSG00000110148,
ENSMUSG00000110012,259125
ENSMUSG00000076591,
ENSMUSG00000051340,258247
ENSMUSG00000052631,71130
ENSMUSG00000033392,76499
ENSMUSG00000120095,
ENSMUSG00000073931,259058
ENSMUSG00000059049,329872
ENSMUSG00000124186,
ENSMUSG00000026200,74577
ENSMUSG00000086273,78212
ENSMUSG00000055643,70980
ENSMUSG00000051618,244178
ENSMUSG00000112477,
ENSMUSG00000124211,
ENSMUSG00000111514,
ENSMUSG00000051437,244179
ENSMUSG00000120129,
ENSMUSG00000044265,244180
ENSMUSG00000120557,
ENSMUSG00000124265,
ENSMUSG00000124275,105245309
ENSMUSG00000101969,100504235
ENSMUSG00000120485,
ENSMUSG00000083513,
ENSMUSG00000042909,258746
ENSMUSG00000044899,259057
ENSMUSG00000121345,381598
ENSMUSG00000081859,
ENSMUSG00000124331,102636407
ENSMUSG00000072244,94088
ENSMUSG00000124364,
ENSMUSG00000087163,
ENSMUSG00000139903,
ENSMUSG00000102595,
ENSMUSG00000053475,21930
ENSMUSG00000124371,
ENSMUSG00000139927,
ENSMUSG00000139973,
ENSMUSG00000112730,
ENSMUSG00000104093,102637797
ENSMUSG00000107086,
ENSMUSG00000029165,231093
ENSMUSG00000120291,
ENSMUSG00000140002,105244511
ENSMUSG00000109712,
ENSMUSG00000036202,51869
ENSMUSG00000124392,
ENSMUSG00000056144,94094
ENSMUSG00000124398,
ENSMUSG00000140007,
ENSMUSG00000090120,
ENSMUSG00000124407,
ENSMUSG00000140027,
ENSMUSG00000124424,
ENSMUSG00000104283,
ENSMUSG00000112265,
ENSMUSG00000124449,
ENSMUSG00000103408,
ENSMUSG00000140056,
ENSMUSG00000124465,105245118
ENSMUSG00000140059,
ENSMUSG00000140080,
ENSMUSG00000030016,18139
ENSMUSG00000140082,
ENSMUSG00000140088,
ENSMUSG00000124466,
ENSMUSG00000112082,
ENSMUSG00000140112,
ENSMUSG00000121472,100043305
ENSMUSG00000124491,
ENSMUSG00000083935,
ENSMUSG00000124504,
ENSMUSG00002076772,
ENSMUSG00000124506,
ENSMUSG00000111737,
ENSMUSG00000082857,
ENSMUSG00000124520,
ENSMUSG00000020542,214384
ENSMUSG00000088658,115486587
ENSMUSG00000066258,76681
ENSMUSG00000110874,320363
ENSMUSG00000124563,
ENSMUSG00000124570,
ENSMUSG00000124607,
ENSMUSG00000121883,319887
ENSMUSG00002076477,
ENSMUSG00000026201,20872
ENSMUSG00000057143,319236
ENSMUSG00000140153,
ENSMUSG00000124623,
ENSMUSG00000140176,
ENSMUSG00000124624,
ENSMUSG00000085702,
ENSMUSG00000124632,
ENSMUSG00000120118,102637464
ENSMUSG00000140192,
ENSMUSG00000140213,
ENSMUSG00000105146,
ENSMUSG00000028514,329908
ENSMUSG00000140245,
ENSMUSG00000140250,
ENSMUSG00000124663,
ENSMUSG00000124667,
ENSMUSG00002074911,
ENSMUSG00000140267,
ENSMUSG00000124694,
ENSMUSG00000078616,434219
ENSMUSG00000140274,
ENSMUSG00000112928,
ENSMUSG00000140288,
ENSMUSG00000120644,
ENSMUSG00000140319,
ENSMUSG00000110114,
ENSMUSG00000030921,20128
ENSMUSG00000140322,
ENSMUSG00000140354,
ENSMUSG00000124701,
ENSMUSG00000124711,
ENSMUSG00000124713,
ENSMUSG00000140360,
ENSMUSG00000026950,17996
ENSMUSG00000112346,
ENSMUSG00000119845,115486797
ENSMUSG00000057596,209387
ENSMUSG00000140393,
ENSMUSG00000084754,102639848
ENSMUSG00002075548,
ENSMUSG00000001508,20391
ENSMUSG00000026202,22145
ENSMUSG00000124732,
ENSMUSG00000140401,
ENSMUSG00000121628,225058
ENSMUSG00000124755,
ENSMUSG00000140422,
ENSMUSG00000124778,
ENSMUSG00000140423,
ENSMUSG00000140474,
ENSMUSG00000112641,
ENSMUSG00000140476,
ENSMUSG00000140510,
ENSMUSG00000140513,
ENSMUSG00000105767,
ENSMUSG00000104102,102635065
ENSMUSG00000122428,
ENSMUSG00000034185,76237
ENSMUSG00000140563,
ENSMUSG00000082154,
ENSMUSG00000098155,
ENSMUSG00000140580,
ENSMUSG00000083248,
ENSMUSG00000070687,15552
ENSMUSG00000140587,
ENSMUSG00000121294,625321
ENSMUSG00000122453,
ENSMUSG00000140594,
ENSMUSG00000073929,
ENSMUSG00000140628,
ENSMUSG00000123649,118568338
ENSMUSG00000101436,381937
ENSMUSG00000124811,
ENSMUSG00000109516,628475
ENSMUSG00000096094,381272
ENSMUSG00000140654,
ENSMUSG00000030711,20887
ENSMUSG00000112924,75878
ENSMUSG00000066178,
ENSMUSG00000140669,
ENSMUSG00000001089,269593
ENSMUSG00000118482,
ENSMUSG00000038994,54388
ENSMUSG00000100198,
ENSMUSG00000026203,56812
ENSMUSG00000038976,217124
ENSMUSG00000127936,
ENSMUSG00000129108,
ENSMUSG00000129172,
ENSMUSG00000124867,
ENSMUSG00000140679,
ENSMUSG00000124882,
ENSMUSG00000140699,
ENSMUSG00000124883,
ENSMUSG00000120873,
ENSMUSG00000140711,
ENSMUSG00000124946,
ENSMUSG00000120078,
ENSMUSG00000112134,
ENSMUSG00000140744,
ENSMUSG00000140751,
ENSMUSG00000082922,
ENSMUSG00000140757,
ENSMUSG00000140764,
ENSMUSG00000059772,75764
ENSMUSG00000140769,
ENSMUSG00000120698,
ENSMUSG00000140780,
ENSMUSG00000124969,
ENSMUSG00000085754,
ENSMUSG00000125004,
ENSMUSG00000125006,
ENSMUSG00000125026,
ENSMUSG00000125027,
ENSMUSG00000129289,
ENSMUSG00000125042,
ENSMUSG00000121910,
ENSMUSG00000036940,99982
ENSMUSG00000125046,
ENSMUSG00000130064,
ENSMUSG00000112398,109335
ENSMUSG00000047181,217125
ENSMUSG00000130242,
ENSMUSG00000121770,
ENSMUSG00000132265,
ENSMUSG00000047721,66162
ENSMUSG00000125089,
ENSMUSG00000125090,
ENSMUSG00000112360,
ENSMUSG00000140813,
ENSMUSG00000105784,
ENSMUSG00000125121,
ENSMUSG00000125133,
ENSMUSG00000125181,
ENSMUSG00000125187,
ENSMUSG00000132636,
ENSMUSG00000132734,
ENSMUSG00000030707,12721
ENSMUSG00000047692,75189
ENSMUSG00000132798,
ENSMUSG00000103041,
ENSMUSG00000135013,
ENSMUSG00000135826,
ENSMUSG00000104835,
ENSMUSG00000038967,18604
ENSMUSG00000121492,547150
ENSMUSG00000142484,
ENSMUSG00000142522,
ENSMUSG00000097714,
ENSMUSG00000026204,19275
ENSMUSG00000117131,105246172
ENSMUSG00000125207,
ENSMUSG00000112662,
ENSMUSG00000117250,
ENSMUSG00000117229,
ENSMUSG00000125221,
ENSMUSG00000125229,
ENSMUSG00000120178,
ENSMUSG00000001507,16400
ENSMUSG00000125251,
ENSMUSG00000120398,
ENSMUSG00000125258,
ENSMUSG00000120350,
ENSMUSG00000125298,
ENSMUSG00000121450,
ENSMUSG00000125302,
ENSMUSG00000132672,
ENSMUSG00000140856,
ENSMUSG00000132791,
ENSMUSG00000140863,
ENSMUSG00000121644,
ENSMUSG00000107201,
ENSMUSG00000123112,
ENSMUSG00000038803,67695
ENSMUSG00000140867,
ENSMUSG00000117231,105246306
ENSMUSG00000124742,102637140
ENSMUSG00000140875,
ENSMUSG00000140881,
ENSMUSG00000140895,
ENSMUSG00000140897,
ENSMUSG00000140903,
ENSMUSG00000140906,105247013
ENSMUSG00000087992,
ENSMUSG00000009741,22221
ENSMUSG00000029163,100952
ENSMUSG00000140908,
ENSMUSG00000140909,
ENSMUSG00000105355,
ENSMUSG00000055403,232217
ENSMUSG00000126384,
ENSMUSG00000033061,19711
ENSMUSG00000127510,
ENSMUSG00000127887,
ENSMUSG00000129243,
ENSMUSG00000108357,
ENSMUSG00000030321,212516
ENSMUSG00000108554,
ENSMUSG00000092384,
ENSMUSG00000133321,
ENSMUSG00000108649,
ENSMUSG00000097154,
ENSMUSG00000134449,
ENSMUSG00000063065,26417
ENSMUSG00000136582,
ENSMUSG00000140318,
ENSMUSG00000100556,
ENSMUSG00000029162,16548
ENSMUSG00000026209,13437
ENSMUSG00000042213,67492
ENSMUSG00000144066,
ENSMUSG00000125336,
ENSMUSG00000112526,102639587
ENSMUSG00000082711,
ENSMUSG00000083054,
ENSMUSG00000092747,
ENSMUSG00000125345,
ENSMUSG00000036921,67663
ENSMUSG00000125351,
ENSMUSG00000092593,
ENSMUSG00000070683,242707
ENSMUSG00000098515,
ENSMUSG00000125391,
ENSMUSG00000140957,
ENSMUSG00000023737,
ENSMUSG00000140972,
ENSMUSG00000141005,
ENSMUSG00000120427,
ENSMUSG00000141060,
ENSMUSG00000141079,
ENSMUSG00000103119,
ENSMUSG00002076819,
ENSMUSG00002075619,
ENSMUSG00000110652,102635769
ENSMUSG00000049225,381511
ENSMUSG00000141101,
ENSMUSG00000120149,
ENSMUSG00000141135,
ENSMUSG00000125405,
ENSMUSG00000141150,105244558
ENSMUSG00000030165,16643
ENSMUSG00000125415,
ENSMUSG00000030703,68616
ENSMUSG00000141152,
ENSMUSG00000125426,
ENSMUSG00000049488,329795
ENSMUSG00000141153,
